,0
319,1_01686_01
320,2_02210_04
321,3_00727_03
322,0_02214_01
323,3_00411_02
324,3_02144_01
325,0_02939_03
326,1_01808_01
327,2_00570_03
328,3_00637_01
329,2_02642_03
330,0_02118_04
331,0_00941_01
332,3_00580_02
333,3_00630_04
334,3_02752_03
335,3_01372_02
336,3_01846_03
337,1_00785_03
338,1_01587_01
339,0_01096_02
340,0_01193_01
341,3_02643_01
342,1_00748_01
343,0_02402_02
344,0_01063_02
345,3_01314_03
346,1_00754_02
347,1_00992_02
348,3_02841_02
349,0_01135_04
350,2_00617_01
351,1_00104_03
352,0_01927_02
353,1_00394_02
354,3_00999_02
355,0_01379_04
356,3_00882_01
357,2_02290_02
358,2_01140_01
359,3_01901_03
360,3_00736_01
361,2_01339_03
362,1_01720_05
363,0_02286_01
364,1_01011_02
365,0_01893_01
366,2_01197_02
367,1_01493_04
368,0_01114_02
369,2_01909_03
370,1_00006_03
371,2_00426_02
372,2_01378_02
373,3_01632_01
374,1_01705_04
375,3_01053_03
376,1_01374_01
377,1_02143_02
378,0_01493_04
379,3_01684_02
380,2_02617_03
381,2_01969_01
382,0_02915_03
383,3_00659_02
384,2_01880_02
385,0_01578_01
386,0_02687_04
387,2_01281_01
388,1_00206_01
389,2_00556_03
390,3_02435_04
391,1_01388_03
392,0_00587_02
393,0_01958_03
394,2_02076_03
395,3_00521_03
396,3_00397_03
397,0_00862_02
398,1_00322_02
399,2_00211_01
400,0_02246_01
401,2_01195_01
402,1_02286_05
403,1_01454_03
404,0_02396_02
405,3_01719_01
406,2_01407_02
407,3_01073_01
408,1_02348_03
409,2_02228_03
410,1_00872_01
411,0_00026_02
412,1_00346_04
413,0_02304_03
414,1_01828_05
415,1_00930_06
416,2_01275_01
417,0_01670_01
418,3_01155_01
419,1_02298_02
420,0_01391_04
421,1_01498_04
422,3_01174_03
423,3_02037_02
424,2_00271_02
425,2_00155_02
426,1_00377_06
427,2_02278_02
428,3_01320_02
429,2_01529_04
430,1_00019_02
431,0_02052_01
432,1_01635_07
433,3_02279_05
434,3_00510_03
435,1_01834_03
436,2_01681_03
437,2_02601_01
438,2_00124_04
439,0_02979_03
440,3_01011_04
441,3_00451_03
442,2_01728_03
443,1_00698_04
444,2_01936_01
445,1_00639_04
446,2_00304_03
447,1_01510_01
448,1_01795_03
449,0_00576_01
450,3_01000_02
451,0_02531_01
452,3_00449_03
453,0_00963_02
454,1_01822_01
455,3_01262_01
456,3_01586_02
457,1_00897_03
458,2_01674_05
459,2_02060_01
460,2_01914_01
461,3_02229_02
462,0_00697_03
463,0_00913_02
464,2_02524_01
465,1_00107_05
466,0_00562_01
467,3_01105_03
468,1_02057_01
469,3_02668_01
470,0_01324_02
471,2_00640_04
472,2_02690_02
473,3_01348_02
474,2_02091_02
475,2_00595_03
476,1_00009_05
477,3_01038_01
478,3_00300_03
479,0_02278_02
480,3_00929_02
481,2_00349_03
482,2_00112_01
483,2_01376_01
484,0_01995_05
485,3_00470_01
486,1_01186_03
487,3_01428_03
488,3_02615_02
489,2_00411_04
490,0_02060_02
491,3_02292_03
492,3_01413_02
493,3_01331_01
494,1_02394_03
495,3_01668_01
496,3_02514_02
497,1_00513_04
498,3_01190_05
499,2_02870_04
500,0_02747_04
501,0_00726_04
502,1_01299_01
503,0_00842_03
504,0_02200_01
505,1_01263_02
506,3_00529_03
507,3_02747_01
508,3_00642_04
509,3_00965_02
510,0_01970_03
511,2_02030_05
512,0_00277_02
513,3_01753_02
514,0_01151_03
515,2_01344_04
516,1_00578_03
517,2_00665_02
518,3_01265_01
519,1_00781_03
520,1_02084_03
521,2_02178_02
522,2_02729_01
523,3_01560_02
524,1_00282_01
525,2_02566_04
526,3_02235_01
527,2_02326_01
528,3_02200_03
529,2_01616_02
530,0_00957_02
531,1_00302_05
532,0_02553_03
533,1_02053_01
534,3_00551_04
535,2_02386_03
536,2_01124_03
537,3_00273_01
538,1_02135_03
539,0_02477_01
540,2_00898_01
541,2_01303_01
542,3_02644_01
543,3_01808_03
544,3_01175_04
545,2_02200_04
546,0_01881_03
547,2_00538_06
548,1_00198_01
549,1_01201_05
550,3_01098_02
551,1_02121_01
552,3_02862_02
553,0_01869_03
554,0_02954_04
555,0_02646_01
556,0_02759_01
557,1_00184_04
558,3_02492_03
559,0_02310_03
560,0_02989_02
561,2_01154_01
562,1_00853_05
563,3_02664_01
564,3_01406_03
565,1_01413_04
566,3_02678_03
567,0_00254_03
568,1_01902_01
569,2_02382_02
570,2_01491_03
571,1_02362_02
572,0_02583_03
573,2_01799_02
574,1_01745_04
575,0_01928_01
576,2_00280_02
577,2_02320_02
578,3_02248_03
579,1_01016_01
580,1_02264_05
581,3_02301_05
582,2_00443_01
583,0_02576_02
584,0_01426_01
585,1_00433_01
586,1_01120_03
587,2_00248_02
588,3_00553_01
589,0_02772_03
590,3_00070_03
591,3_01025_01
592,3_00975_02
593,0_00003_02
594,3_01641_01
595,3_01415_02
596,0_00405_01
597,0_02636_02
598,1_01616_03
599,1_01791_02
600,0_02330_03
601,2_02410_01
602,2_02916_02
603,1_01688_02
604,1_02458_04
605,2_02561_01
606,0_00256_02
607,2_02241_01
608,3_00765_03
609,1_00343_04
610,2_00429_05
611,2_02588_02
612,2_02701_01
613,1_01200_02
614,0_02195_03
615,3_02362_03
616,0_00389_04
617,3_00848_02
618,1_01110_01
619,3_02789_04
620,3_02969_03
621,3_02259_02
622,1_01873_03
623,0_01135_05
624,2_02615_03
625,3_02150_03
626,2_00695_02
627,3_00200_01
628,3_01004_02
629,0_00542_01
630,2_00606_03
631,0_02932_01
632,0_00010_03
633,1_00811_02
634,1_00338_02
635,2_02440_01
636,0_02398_01
637,3_02265_02
638,2_02494_05
639,0_00646_03
640,2_00776_01
641,3_00849_02
642,2_02060_02
643,3_00688_04
644,1_00477_05
645,2_00394_03
646,0_00706_03
647,2_00682_03
648,1_01008_02
649,0_01775_01
650,0_02900_03
651,2_00032_01
652,2_01446_01
653,1_02491_02
654,1_02073_01
655,0_01436_01
656,0_01197_01
657,2_00398_01
658,1_00351_04
659,2_01496_04
660,2_01209_02
661,2_00814_01
662,0_02080_01
663,1_00189_03
664,2_02247_02
665,1_02360_02
666,1_00890_01
667,3_02447_02
668,3_02821_02
669,1_01624_02
670,2_01930_03
671,2_01587_01
672,0_00403_03
673,0_01233_01
674,3_01482_01
675,2_00150_02
676,0_00310_03
677,2_02502_02
678,0_01924_02
679,3_01864_02
680,3_02515_03
681,2_02474_01
682,0_02586_01
683,1_01829_01
684,1_01402_04
685,2_02892_03
686,2_01863_03
687,0_01059_03
688,0_00555_03
689,0_02838_02
690,2_00584_04
691,3_00617_03
692,1_01636_03
693,3_01324_04
694,0_00216_01
695,2_02334_02
696,1_02405_02
697,3_01600_01
698,0_01785_01
699,3_00393_01
700,3_00503_04
701,1_02395_01
702,3_00805_02
703,1_02408_01
704,3_01132_03
705,2_00893_03
706,1_02026_05
707,3_02250_02
708,1_00422_04
709,0_01471_02
710,0_01858_03
711,1_00616_04
712,2_02216_04
713,1_01975_01
714,2_00113_02
715,2_01096_01
716,2_01947_02
717,0_00012_03
718,2_02623_02
719,3_01241_01
720,3_02324_03
721,1_02477_03
722,2_02262_01
723,2_01983_01
724,1_01467_03
725,0_00190_01
726,1_02448_01
727,3_02597_02
728,1_00696_01
729,2_00186_02
730,3_02102_02
731,1_01416_02
732,0_01722_04
733,2_01038_01
734,1_02209_03
735,3_02728_03
736,3_02940_02
737,1_01695_01
738,1_02206_06
739,0_00801_05
740,1_02061_02
741,2_02130_03
742,1_00100_01
743,3_00680_01
744,0_01080_02
745,2_00252_03
746,2_00589_02
747,3_01525_03
748,1_00348_05
749,3_01338_01
750,1_01706_02
751,1_00165_03
752,1_01939_03
753,3_01129_01
754,1_00269_04
755,3_01886_01
756,3_02431_02
757,3_02001_03
758,2_00908_02
759,2_01677_02
760,1_02059_03
761,3_01332_04
762,2_02423_03
763,1_00634_06
764,3_02950_03
765,0_01526_02
766,2_01150_04
767,2_02859_01
768,3_00274_01
769,0_00051_01
770,1_02219_03
771,1_01868_03
772,3_02082_02
773,2_00590_01
774,3_00506_01
775,1_01055_04
776,3_00665_01
777,3_00426_02
778,3_02349_02
779,1_02239_04
780,2_01227_02
781,0_01425_02
782,0_02865_04
783,0_00405_06
784,1_01134_01
785,0_00243_01
786,0_00858_01
787,2_00713_03
788,1_01358_01
789,3_00644_01
790,2_00221_04
791,2_00131_03
792,3_00268_03
793,3_02661_01
794,3_00551_03
795,1_00112_05
796,3_02822_03
797,2_00854_04
798,0_01670_02
799,2_02575_01
800,0_02492_01
801,3_00410_01
802,0_00578_01
803,3_02281_03
804,3_01239_05
805,2_01515_04
806,0_02063_01
807,3_00694_03
808,3_02769_04
809,0_01022_02
810,3_02601_04
811,0_00518_02
812,3_02603_03
813,2_02607_02
814,0_01721_01
815,0_01474_01
816,0_00278_02
817,3_01934_02
818,0_02861_03
819,0_02449_04
820,0_02708_03
821,2_01719_02
822,2_02169_01
823,1_01772_02
824,3_00320_01
825,3_00379_03
826,3_00882_02
827,2_01754_02
828,2_01954_02
829,3_00434_01
830,3_02018_02
831,3_02567_02
832,1_02390_01
833,3_01343_01
834,0_00974_02
835,3_01996_02
836,3_02143_03
837,2_00748_02
838,0_02827_02
839,2_02353_01
840,2_02786_03
841,2_00629_04
842,2_02195_03
843,2_01543_03
844,3_02178_02
845,0_00538_01
846,1_00634_01
847,0_02235_01
848,1_01059_05
849,2_02928_01
850,2_01872_04
851,0_02504_01
852,1_00262_01
853,3_02600_03
854,2_01886_02
855,2_00840_04
856,0_00777_01
857,0_01974_03
858,3_01168_02
859,3_00461_02
860,3_01662_01
861,0_02303_02
862,0_02034_03
863,3_00225_02
864,2_00114_03
865,1_00149_08
866,0_00799_02
867,0_02136_03
868,3_01636_01
869,0_02103_03
870,0_00680_01
871,1_02391_04
872,0_00061_05
873,1_01351_03
874,3_01225_03
875,3_01063_03
876,1_01605_01
877,3_02362_02
878,3_02355_01
879,3_02879_04
880,2_01141_01
881,3_00310_03
882,1_00719_01
883,3_00646_01
884,1_00207_02
885,3_00246_02
886,2_01778_01
887,3_02493_01
888,3_02503_06
889,3_00368_01
890,2_01103_05
891,1_02133_02
892,3_01554_01
893,0_01427_02
894,2_02548_03
895,1_01890_01
896,1_02137_03
897,1_01393_03
898,2_00353_02
899,1_02439_02
900,2_02786_02
901,0_02622_03
902,3_00100_03
903,1_01914_04
904,3_01030_02
905,0_01653_01
906,3_00470_04
907,0_01364_03
908,0_01793_03
909,1_02439_06
910,0_02541_04
911,3_00448_03
912,1_02345_04
913,0_02123_04
914,1_00899_03
915,1_00455_02
916,0_01474_02
917,0_01341_01
918,3_02498_01
919,3_02274_03
920,1_00004_01
921,0_01894_02
922,0_02158_06
923,0_02523_03
924,2_01255_03
925,2_00983_04
926,2_01436_01
927,0_01370_01
928,3_01486_02
929,2_02285_02
930,3_02699_03
931,0_01693_01
932,2_01833_03
933,2_01146_01
934,1_01489_01
935,0_01045_01
936,1_00488_04
937,1_01519_04
938,1_01849_04
939,0_01104_02
940,0_00580_01
941,1_01103_01
942,2_01533_02
943,0_00035_02
944,1_01492_05
945,1_00459_03
946,0_00686_04
947,3_02430_03
948,3_01215_03
949,0_02112_03
950,1_01192_02
951,3_01242_05
952,2_00405_01
953,0_00700_03
954,2_01958_03
955,0_01783_01
956,2_02101_01
957,0_00265_02
958,3_02323_01
959,1_00884_04
960,0_00540_01
961,0_00136_03
962,0_01544_01
963,0_01606_04
964,3_01521_01
965,2_01875_03
966,0_01435_04
967,0_00201_04
968,3_00146_01
969,3_00131_01
970,0_00164_01
971,3_02589_02
972,2_00568_03
973,0_00007_02
974,0_00857_02
975,0_00267_02
976,1_01942_03
977,1_01259_02
978,0_01816_01
979,2_00950_01
980,3_00925_01
981,3_00446_02
982,0_02025_01
983,3_02956_04
984,1_00733_01
985,3_00463_02
986,3_02357_01
987,3_01705_03
988,3_02417_01
989,1_02432_02
990,0_01343_03
991,3_00977_01
992,1_01167_02
993,0_00834_01
994,0_00424_01
995,0_01088_03
996,2_01354_01
997,1_00475_01
998,1_01028_03
999,0_02356_01
1000,3_02452_03
1001,0_01306_01
1002,2_01867_01
1003,0_02882_01
1004,1_01275_02
1005,1_00425_02
1006,1_00281_04
1007,1_00807_02
1008,2_01498_01
1009,0_00767_03
1010,0_02181_04
1011,3_02511_03
1012,0_01303_02
1013,3_01330_01
1014,3_02914_04
1015,2_00427_03
1016,2_00076_02
1017,2_00475_02
1018,1_00115_04
1019,2_01299_01
1020,1_01177_02
1021,0_00631_03
1022,1_00960_06
1023,0_00638_04
1024,3_02118_01
1025,3_02354_01
1026,3_01119_01
1027,2_02476_03
1028,0_00238_01
1029,1_01925_01
1030,3_01940_02
1031,3_01230_01
1032,3_02310_03
1033,0_02300_01
1034,2_01361_03
1035,2_00233_02
1036,0_00796_03
1037,2_00623_03
1038,0_00270_03
1039,3_02274_02
1040,0_01865_02
1041,1_01324_04
1042,0_02085_02
1043,0_00332_01
1044,3_00084_02
1045,1_02162_03
1046,0_01618_04
1047,3_01224_01
1048,2_00981_01
1049,3_02557_03
1050,2_01052_02
1051,0_00811_03
1052,0_01017_02
1053,1_00147_02
1054,2_01975_03
1055,3_00913_02
1056,3_02058_03
1057,1_01622_01
1058,0_00272_01
1059,2_02781_04
1060,3_02664_03
1061,2_01200_01
1062,0_00146_01
1063,1_00049_02
1064,2_00220_02
1065,0_02985_01
1066,2_00074_02
1067,3_00550_03
1068,1_00876_01
1069,1_02118_02
1070,2_02893_02
1071,0_01726_02
1072,0_00960_03
1073,2_00598_03
1074,2_02659_03
1075,2_02470_04
1076,0_01239_01
1077,1_01785_07
1078,3_00491_04
1079,0_01905_03
1080,2_00787_02
1081,2_02105_04
1082,2_02303_01
1083,3_00266_01
1084,3_02400_04
1085,1_01153_07
1086,0_00181_02
1087,2_01269_01
1088,0_02908_01
1089,3_00460_04
1090,3_00567_02
1091,2_02164_03
1092,3_01334_01
1093,2_02546_01
1094,0_02429_01
1095,0_00400_03
1096,2_00334_01
1097,2_00091_03
1098,0_00849_03
1099,2_02539_02
1100,0_00932_02
1101,0_02762_03
1102,1_02370_01
1103,3_00642_03
1104,3_01110_03
1105,3_02902_02
1106,0_01707_02
1107,2_02649_01
1108,0_00853_04
1109,2_02561_02
1110,2_01684_01
1111,2_00399_04
1112,1_01481_03
1113,2_01234_01
1114,2_02227_04
1115,2_01425_01
1116,2_00132_03
1117,2_00673_03
1118,3_02422_01
1119,2_00822_04
1120,2_02863_03
1121,1_00538_04
1122,3_00053_03
1123,0_01667_05
1124,3_01636_04
1125,0_00573_03
1126,3_01740_02
1127,3_00259_02
1128,3_01556_02
1129,1_01783_01
1130,0_02486_02
1131,3_01524_04
1132,1_01851_01
1133,1_01305_03
1134,1_00747_04
1135,0_00517_05
1136,2_00324_03
1137,0_00994_01
1138,3_02277_04
1139,1_00667_01
1140,0_01236_04
1141,1_01719_02
1142,2_02528_02
1143,3_00318_04
1144,2_01583_04
1145,3_00362_02
1146,0_02949_05
1147,0_02135_02
1148,0_01252_04
1149,2_01148_05
1150,0_02022_03
1151,0_02598_03
1152,3_00699_03
1153,2_02915_03
1154,1_00857_04
1155,2_01374_03
1156,3_01129_04
1157,3_01389_02
1158,0_02550_03
1159,3_00266_04
1160,3_00305_06
1161,2_00473_01
1162,0_00084_01
1163,3_02578_02
1164,0_00884_01
1165,1_02179_01
1166,0_01204_05
1167,1_02399_02
1168,0_01243_01
1169,0_01609_01
1170,1_01049_03
1171,1_00927_04
1172,2_00669_02
1173,2_02801_01
1174,3_00304_05
1175,2_02028_01
1176,2_01110_01
1177,3_02077_02
1178,1_01808_03
1179,3_01491_02
1180,0_00725_01
1181,3_02132_03
1182,0_00473_01
1183,3_00389_04
1184,0_01849_02
1185,1_01815_02
1186,0_01225_02
1187,1_00001_02
1188,1_01697_03
1189,0_02676_02
1190,2_01886_01
1191,1_00999_05
1192,0_00920_03
1193,1_01502_02
1194,2_02135_04
1195,2_00314_05
1196,1_01819_02
1197,2_01510_03
1198,2_00074_05
1199,1_00932_03
1200,1_01171_02
1201,2_00735_03
1202,2_00949_01
1203,1_00852_02
1204,0_02781_02
1205,2_00434_03
1206,3_00149_02
1207,2_02306_03
1208,2_00834_05
1209,2_01366_03
1210,0_00561_03
1211,3_01477_02
1212,2_02685_01
1213,2_01899_06
1214,3_01214_03
1215,2_01194_01
1216,3_00107_02
1217,0_02973_01
1218,2_00848_03
1219,0_02371_01
1220,3_02473_03
1221,1_01427_04
1222,0_01329_02
1223,0_02499_02
1224,0_02368_05
1225,3_02336_03
1226,1_00128_03
1227,3_02696_01
1228,1_02225_05
1229,1_02327_03
1230,3_00383_01
1231,1_02247_02
1232,1_00357_01
1233,0_00805_01
1234,1_01368_01
1235,2_01418_02
1236,2_02879_03
1237,2_01462_03
1238,1_01569_03
1239,3_01601_04
1240,3_00700_02
1241,2_01561_01
1242,2_00187_01
1243,3_01167_01
1244,2_00893_01
1245,2_00662_02
1246,0_00024_02
1247,0_01746_02
1248,1_00513_03
1249,3_01647_04
1250,3_01522_01
1251,3_01036_06
1252,2_00833_01
1253,3_02045_03
1254,1_01926_04
1255,2_01156_01
1256,1_01778_01
1257,3_02932_01
1258,0_00747_01
1259,2_01064_03
1260,0_02297_04
1261,0_02707_02
1262,3_01704_01
1263,0_02506_02
1264,1_00888_02
1265,1_01129_01
1266,3_01568_02
1267,0_01909_02
1268,3_02196_01
1269,2_00819_01
1270,1_01798_02
1271,3_00990_01
1272,0_01151_02
1273,1_01489_02
1274,0_01205_04
1275,0_01811_01
1276,3_01634_02
1277,0_01890_01
1278,0_01609_03
1279,3_02845_03
1280,1_01956_04
1281,0_00271_02
1282,3_02382_02
1283,3_02465_01
1284,0_00343_02
1285,2_01133_01
1286,0_01873_04
1287,0_00605_02
1288,2_02744_01
1289,1_01504_04
1290,3_02135_03
1291,0_01459_01
1292,1_00373_04
1293,0_01598_03
1294,1_01794_01
1295,0_00780_02
1296,2_02903_01
1297,0_01667_04
1298,1_01801_01
1299,0_00010_04
1300,0_01494_01
1301,2_01118_02
1302,3_00006_02
1303,0_01000_03
1304,2_01478_02
1305,1_02300_01
1306,1_01176_01
1307,2_01620_05
1308,0_01477_01
1309,2_00816_03
1310,1_01516_02
1311,3_02978_04
1312,3_02318_03
1313,3_00851_04
1314,3_02494_03
1315,1_01980_03
1316,2_00445_02
1317,0_02262_02
1318,0_00197_02
1319,0_00622_01
1320,2_02908_01
1321,1_01716_01
1322,0_00960_01
1323,2_01790_02
1324,1_01930_03
1325,3_00668_01
1326,2_00668_01
1327,3_02614_03
1328,1_00801_02
1329,3_00555_03
1330,3_00568_02
1331,2_01128_05
1332,1_02348_01
1333,3_01451_03
1334,1_00203_04
1335,0_00194_03
1336,3_00346_02
1337,1_02381_06
1338,2_01834_01
1339,2_01185_03
1340,3_00350_01
1341,0_02830_03
1342,3_01072_01
1343,1_01950_01
1344,2_00569_04
1345,2_00444_01
1346,1_00374_02
1347,0_01414_04
1348,1_00754_01
1349,2_02465_02
1350,2_00092_01
1351,2_02943_01
1352,3_00574_02
1353,3_00535_02
1354,2_02213_03
1355,2_02710_01
1356,0_00447_03
1357,3_00993_03
1358,1_01614_02
1359,3_02839_03
1360,2_02577_02
1361,2_02047_01
1362,3_01096_03
1363,2_00713_02
1364,0_00489_03
1365,3_02091_02
1366,2_01805_02
1367,2_01025_04
1368,0_00034_03
1369,1_00500_02
1370,0_02574_02
1371,2_00894_04
1372,2_02374_01
1373,0_00074_02
1374,1_01758_03
1375,2_02425_01
1376,0_00166_05
1377,2_01048_04
1378,0_01780_01
1379,2_00435_03
1380,1_00079_03
1381,1_01493_05
1382,0_02660_03
1383,0_02617_02
1384,3_00047_01
1385,1_01615_03
1386,0_00207_02
1387,1_02452_01
1388,1_00920_03
1389,1_01018_05
1390,1_00848_02
1391,0_02547_01
1392,3_02002_01
1393,3_02821_01
1394,3_02343_01
1395,2_01076_02
1396,2_01253_01
1397,0_00900_05
1398,1_00230_04
1399,3_02811_05
1400,3_00346_03
1401,1_01677_01
1402,1_01082_05
1403,0_00490_03
1404,0_01600_02
1405,3_00951_04
1406,3_01477_03
1407,2_00241_03
1408,3_02186_02
1409,2_02498_01
1410,3_02689_02
1411,0_01507_01
1412,2_02923_02
1413,3_02878_04
1414,2_00154_03
1415,2_02904_01
1416,1_00280_01
1417,2_00832_02
1418,0_02269_01
1419,0_02834_01
1420,1_00054_01
1421,1_01972_01
1422,2_02260_01
1423,2_02465_01
1424,1_01237_03
1425,3_02651_03
1426,2_01727_02
1427,0_01977_04
1428,0_01319_06
1429,1_01348_03
1430,2_02515_02
1431,0_01725_02
1432,1_00059_03
1433,2_01622_02
1434,3_01065_01
1435,0_01172_03
1436,1_01870_03
1437,0_02294_02
1438,0_00791_05
1439,3_01444_03
1440,1_01705_01
1441,3_00748_02
1442,2_00602_02
1443,1_02466_01
1444,2_00976_02
1445,3_00937_02
1446,0_00661_04
1447,3_02411_04
1448,3_00129_02
1449,1_01762_03
1450,1_01374_05
1451,3_02171_01
1452,2_01082_01
1453,3_00465_02
1454,2_00596_04
1455,3_00000_02
1456,0_01094_02
1457,0_02127_02
1458,2_01256_03
1459,2_01748_03
1460,3_00481_01
1461,3_02155_01
1462,2_02166_01
1463,2_01303_04
1464,2_01064_02
1465,2_01157_02
1466,3_02412_03
1467,2_00655_03
1468,0_00138_02
1469,1_01588_01
1470,0_00480_01
1471,0_01785_04
1472,1_00010_02
1473,1_01319_02
1474,1_00609_03
1475,1_00290_03
1476,1_02206_05
1477,2_00409_01
1478,2_02322_02
1479,3_01235_01
1480,0_02644_03
1481,3_01652_02
1482,0_00928_01
1483,2_01757_01
1484,0_00288_03
1485,3_02432_01
1486,0_01041_02
1487,0_00766_01
1488,1_01746_01
1489,1_01185_02
1490,1_01643_01
1491,1_00069_03
1492,0_00751_01
1493,3_01907_02
1494,3_02958_01
1495,0_02793_03
1496,0_02440_04
1497,0_00549_03
1498,3_01046_01
